club,club_id,number,name,short_name,DoB,poste,lequipe_id,sofifa_id
Troyes ,30,,Lassine Soumaoro,L. Soumaoro,2002-12-19,Mil.,94280,
Troyes ,30,10.0,Florian Tardieu,F. Tardieu,1992-04-22,Mil.,45569,209618
Troyes ,30,25.0,Mama Baldé,M. Baldé,1995-06-11,Att.,64000,237960
Troyes ,30,34.0,Mamadou Camara,M. Camara,2001-07-02,Att.,86139,263459
Troyes ,30,28.0,Nassim Chadli,N. Chadli,2001-07-28,Att.,72137,261202
Troyes ,30,,Alexis Lefebvre,A. Lefebvre,2003-05-21,Att.,86141,
Troyes ,30,12.0,Lebo Mothiba,L. Mothiba,1996-01-28,Att.,55681,237631
Troyes ,30,9.0,Hyun-jun Suk,H. Suk,1991-06-29,Att.,35942,195912
Saint-Étienne (ASSE) ,38,17.0,Adil Aouchiche,A. Aouchiche,2002-07-15,Mil.,75902,253102
Saint-Étienne (ASSE) ,38,,Louka Aymar,L. Aymar,2000-01-25,Mil.,88831,
Saint-Étienne (ASSE) ,38,15.0,Bilal Benkhedim,B. Benkhedim,2001-04-20,Mil.,68335,248574
Saint-Étienne (ASSE) ,38,7.0,Ryad Boudebouz,R. Boudebouz,1990-02-19,Mil.,255000000000000000000025406,188388
Saint-Étienne (ASSE) ,38,8.0,Mahdi Camara,M. Camara,1998-06-30,Mil.,66694,243631
Saint-Étienne (ASSE) ,38,25.0,Assane Diousse,A. Diousse,1997-09-20,Mil.,55932,230144
Saint-Étienne (ASSE) ,38,,Baptiste Gabard,B. Gabard,2000-01-28,Mil.,77125,
Saint-Étienne (ASSE) ,38,36.0,Lamine Ghezali,L. Ghezali,1999-06-07,Mil.,63036,
Saint-Étienne (ASSE) ,38,6.0,Lucas Gourna-Douath,L. Gourna-Douath,2003-05-08,Mil.,78366,257271
Saint-Étienne (ASSE) ,38,21.0,Romain Hamouma,R. Hamouma,1987-03-29,Mil.,26057,192722
Reims ,211,26.0,Dion Lopy,D. Lopy,2002-02-02,Mil.,84009,259190
Reims ,211,21.0,Azor Matusiwa,A. Matusiwa,1998-04-28,Mil.,68120,239356
Reims ,211,15.0,Marshall Munetsi,M. Munetsi,1996-06-22,Mil.,75594,235432
Reims ,211,,Moïse Sakava,M. Sakava,2000-12-26,Mil.,75192,
Reims ,211,33.0,Sambou Sissoko,S. Sissoko,1999-04-27,Mil.,64659,240570
Reims ,211,19.0,Mitchell Van Bergen,M. Van Bergen,1999-08-27,Mil.,58598,231864
Reims ,211,10.0,Arber Zeneli,A. Zeneli,1995-02-25,Mil.,58834,221919
Reims ,211,17.0,Anastasios Donis,A. Donis,1996-08-29,Att.,58053,227732
Reims ,211,22.0,Hugo Ekitike,H. Ekitike,2002-06-20,Att.,76750,257289
Reims ,211,12.0,Alexis Flips,A. Flips,2000-01-18,Att.,63176,252936
Reims ,211,18.0,Fraser Hornby,F. Hornby,1999-09-13,Att.,66241,242965
Nice ,46,,Paul Wade,P. Wade,2000-04-17,Mil.,67821,
Nice ,46,10.0,Alexis Claude-Maurice,A. Claude-Maurice,1998-06-06,Att.,56229,236477
Nice ,46,7.0,Andy Delort,A. Delort,1991-09-10,Att.,34031,193983
Nice ,46,9.0,Kasper Dolberg,K. Dolberg,1997-06-10,Att.,59821,228687
Nice ,46,11.0,Amine Gouiri,A. Gouiri,2000-02-16,Att.,60094,240753
Nice ,46,24.0,Evann Guessand,E. Guessand,2001-01-07,Att.,69899,258444
Nice ,46,21.0,Justin Kluivert,J. Kluivert,1999-05-05,Att.,62101,236920
Nice ,46,,Alexandre Parsemain,A. Parsemain,2002-05-17,Att.,85111,
Nice ,46,,Ihsan Sacko,I. Sacko,1997-07-19,Att.,58805,235554
Nice ,46,,Ayodeji Sotona,A. Sotona,2002-07-12,Att.,83934,259117
Monaco ,25,1.0,Radoslaw Majecki,R. Majecki,1999-11-16,Gar.,61525,235413
Monaco ,25,30.0,Vito Mannone,V. Mannone,1988-02-03,Gar.,28734,179547
Monaco ,25,16.0,Alexander Nübel,A. Nübel,1996-09-30,Gar.,53684,223885
Monaco ,25,26.0,Ruben Aguilar,R. Aguilar,1993-04-26,Déf.,42268,223597
Monaco ,25,5.0,Benoît Badiashile,B. Badiashile,2001-03-26,Déf.,68184,242578
Monaco ,25,6.0,Axel Disasi,A. Disasi,1998-11-03,Déf.,58382,229942
Monaco ,25,,Fouad El Maach,F. El Maach,2001-02-01,Déf.,82961,
Monaco ,25,15.0,Jean Harisson Marcelin,J. Marcelin,2000-12-02,Déf.,66393,242603
Monaco ,25,3.0,Guillermo Maripan,G. Maripan,1994-06-05,Déf.,62365,219145
Monaco ,25,34.0,Chrislain Matsima,C. Matsima,2002-05-15,Déf.,76817,258432
Metz ,20,40.0,Ousmane Ba,O. Ba,2002-06-06,Gar.,83686,261170
Marseille (OM) ,6,16.0,Pau Lopez,P. Lopez,1994-12-13,Gar.,53546,221087
Lorient ,11,16.0,Teddy Bartouche,T. Bartouche,1997-05-06,Gar.,70449,255014
Troyes ,30,7.0,Yoann Touzghar,Y. Touzghar,1986-11-28,Att.,36787,203889
Lyon (OL) ,22,16.0,Malcolm Barcola,M. Barcola,1999-05-14,Gar.,70649,248766
Saint-Étienne (ASSE) ,38,29.0,Aïmen Moueffek,A. Moueffek,2001-09-04,Mil.,76754,257320
Saint-Étienne (ASSE) ,38,32.0,Louis Mouton,L. Mouton,2002-03-06,Mil.,94146,
Saint-Étienne (ASSE) ,38,19.0,Yvan Neyou,Y. Neyou,1997-03-01,Mil.,62627,237626
Saint-Étienne (ASSE) ,38,32.0,Mathys Saban,M. Saban,2002-05-15,Mil.,78364,264322
Saint-Étienne (ASSE) ,38,26.0,Bakary Sako,B. Sako,1988-04-26,Mil.,24635,
Saint-Étienne (ASSE) ,38,,Ahmed Sidibé,A. Sidibé,2002-10-02,Mil.,88832,
Saint-Étienne (ASSE) ,38,28.0,Zaydou Youssouf,Z. Youssouf,1999-11-07,Mil.,61901,236830
Saint-Étienne (ASSE) ,38,20.0,Denis Bouanga,D. Bouanga,1994-11-11,Att.,54257,225951
Saint-Étienne (ASSE) ,38,,Edmilson Indjai Correia,E. Correia,2000-06-06,Att.,78632,
Saint-Étienne (ASSE) ,38,,El Hadji Dieye,E. Dieye,2002-01-01,Att.,92684,
Saint-Étienne (ASSE) ,38,10.0,Wahbi Khazri,W. Khazri,1991-08-02,Att.,32697,194845
Reims ,211,27.0,N'Dri Philippe Koffi,N. Koffi,2002-09-03,Att.,76749,264590
Reims ,211,11.0,Nathanaël Mbuku,N. Mbuku,2002-03-16,Att.,71198,253036
Reims ,211,7.0,El Bilal Touré,E. Touré,2001-03-10,Att.,79059,255529
Nice ,46,22.0,Calvin Stengs,C. Stengs,1998-12-18,Att.,61688,236593
Nice ,46,,Khavarn Williams,K. Williams,2003-12-03,Att.,84081,
Monaco ,25,,Yllan Okou,Y. Okou,2002-12-23,Déf.,93353,
Monaco ,25,21.0,Strahinja Pavlovic,S. Pavlovic,2001-05-24,Déf.,77400,254840
Monaco ,25,,Aurélien Platret,A. Platret,2003-02-20,Déf.,90748,
Monaco ,25,19.0,Djibril Sidibé,D. Sidibé,1992-07-29,Déf.,36033,201042
Monaco ,25,,Louis Torres,L. Torres,2001-04-23,Déf.,82960,
Monaco ,25,2.0,Vanderson,Vanderson,2001-06-21,Déf.,85825,258014
Monaco ,25,35.0,Maghnes Akliouche,M. Akliouche,2002-02-25,Mil.,83186,264862
Monaco ,25,,Florian Baranik,F. Baranik,2002-02-02,Mil.,93352,
Monaco ,25,,Adrien Bongiovanni,A. Bongiovanni,1999-09-20,Mil.,60205,
Monaco ,25,12.0,Caio Henrique,Caio Henrique,1997-07-31,Mil.,61422,232440
Monaco ,25,37.0,Sofiane Diop,S. Diop,2000-09-06,Mil.,66880,244892
Metz ,20,30.0,Marc-Aurèle Caillard,M. Caillard,1994-12-05,Gar.,41210,211398
Metz ,20,1.0,David Oberhauser,D. Oberhauser,1990-11-29,Gar.,29256,198132
Metz ,20,16.0,Alexandre Oukidja,A. Oukidja,1988-07-19,Gar.,23968,176772
Metz ,20,22.0,Sofiane Alakouch,S. Alakouch,1998-07-29,Déf.,59217,233767
Metz ,20,20.0,Ernest Boahene,E. Boahene,2000-06-03,Déf.,77139,
Metz ,20,2.0,Dylan Bronn,D. Bronn,1995-06-19,Déf.,52740,235565
Metz ,20,28.0,Manuel Cabit,M. Cabit,1993-03-06,Déf.,36979,235548
Metz ,20,,Fali Candé,F. Candé,1998-01-24,Déf.,75000,256856
Metz ,20,18.0,Fabien Centonze,F. Centonze,1996-01-16,Déf.,57081,229971
Metz ,20,17.0,Thomas Delaine,T. Delaine,1992-03-24,Déf.,36715,203741
Metz ,20,5.0,Jemerson,Jemerson,1992-08-24,Déf.,51912,
Marseille (OM) ,6,30.0,Steve Mandanda,S. Mandanda,1985-03-28,Gar.,20698,163705
Marseille (OM) ,6,40.0,Manuel Nazaretian,M. Nazaretian,2001-01-07,Gar.,76820,263399
Marseille (OM) ,6,1.0,Simon Ngapandouetnbu,S. Ngapandouetnbu,2003-12-04,Gar.,76973,255151
Marseille (OM) ,6,5.0,Leonardo Balerdi,L. Balerdi,1999-01-26,Déf.,68861,242835
Marseille (OM) ,6,15.0,Duje Caleta-Car,D. Caleta-Car,1996-09-17,Déf.,55590,225263
Marseille (OM) ,6,,Amay Caprice,A. Caprice,2004-08-21,Déf.,90756,
Marseille (OM) ,6,3.0,Alvaro Gonzalez,A. Gonzalez,1990-08-01,Déf.,41014,202935
Marseille (OM) ,6,47.0,Joakim Kada,J. Kada,2001-01-29,Déf.,70647,
Marseille (OM) ,6,,Aaron Nassur Kamardin,A. Kamardin,2002-08-04,Déf.,76821,256801
Marseille (OM) ,6,29.0,Pol Lirola,P. Lirola,1997-08-13,Déf.,59664,235875
Marseille (OM) ,6,14.0,Luan Peres,L. Peres,1994-07-19,Déf.,68823,234791
Lorient ,11,40.0,Thomas Callens,T. Callens,1998-06-09,Gar.,69470,243711
Lorient ,11,1.0,Matthieu Dreyer,M. Dreyer,1989-03-20,Gar.,27338,184084
Lorient ,11,30.0,Paul Nardi,P. Nardi,1994-05-18,Gar.,40639,206218
Lorient ,11,34.0,Malamine Doumbouya,M. Doumbouya,2000-03-14,Déf.,82583,
Lorient ,11,5.0,Thomas Fontaine,T. Fontaine,1991-08-05,Déf.,29621,190530
Lorient ,11,14.0,Jérôme Hergault,J. Hergault,1986-05-04,Déf.,32827,222969
Lorient ,11,3.0,Moritz Jenz,M. Jenz,1999-04-30,Déf.,72676,241494
Lorient ,11,15.0,Julien Laporte,J. Laporte,1993-04-11,Déf.,56098,228290
Lorient ,11,25.0,Vincent Le Goff,V. Le Goff,1989-10-15,Déf.,33653,193148
Lorient ,11,20.0,Samuel Loric,S. Loric,2000-05-07,Déf.,9723,252078
Lorient ,11,17.0,Houboulang Mendes,H. Mendes,1998-04-05,Déf.,59640,234856
Lille ,43,1.0,Ivo Grbic,I. Grbic,1996-01-18,Gar.,71093,258390
Lyon (OL) ,22,40.0,Kayne Bonnevie,K. Bonnevie,,Gar.,72364,264871
Lyon (OL) ,22,1.0,Anthony Lopes,A. Lopes,1990-01-10,Gar.,33459,199482
Lyon (OL) ,22,30.0,Julian Pollersbeck,J. Pollersbeck,1994-08-16,Gar.,63435,224440
Lyon (OL) ,22,27.0,Jerome Boateng,J. Boateng,1988-03-09,Déf.,26722,183907
Lyon (OL) ,22,21.0,Damien Da Silva,D. Da Silva,1988-05-17,Déf.,25928,179789
Lyon (OL) ,22,5.0,Jason Denayer,J. Denayer,1995-06-28,Déf.,53474,220182
Lyon (OL) ,22,,Héritier Deyonge,H. Deyonge,2002-09-06,Déf.,76109,
Lyon (OL) ,22,2.0,Sinaly Diomandé,S. Diomandé,2001-09-04,Déf.,77187,257204
Lyon (OL) ,22,14.0,Léo Dubois,L. Dubois,1994-09-14,Déf.,51548,216643
Lyon (OL) ,22,3.0,Emerson,Emerson,1994-03-08,Déf.,55093,210736
Lyon (OL) ,22,,Nicolas Fontaine,N. Fontaine,,Déf.,41085,
Saint-Étienne (ASSE) ,38,34.0,Yanis Lhéry,Y. Lhéry,2003-07-05,Att.,87893,265687
Saint-Étienne (ASSE) ,38,18.0,Arnaud Nordin,A. Nordin,1998-06-17,Att.,60902,236518
Saint-Étienne (ASSE) ,38,30.0,Maxence Rivera,M. Rivera,2002-05-30,Att.,75181,255015
Saint-Étienne (ASSE) ,38,,Abdoulaye Sidibé,A. Sidibé,2002-09-02,Att.,71181,
Saint-Étienne (ASSE) ,38,,Sada Thioub,S. Thioub,1995-01-06,Att.,50548,226861
Lens ,9,,Valentin Belon,V. Belon,1995-06-13,Gar.,53816,
Clermont,242,1.0,Arthur Desmas,A. Desmas,1994-07-04,Gar.,56595,229542
Monaco ,25,4.0,Francesc Fabregas,F. Fabregas,1987-04-05,Mil.,21076,162895
Monaco ,25,22.0,Youssouf Fofana,Y. Fofana,1999-10-01,Mil.,69798,245630
Monaco ,25,17.0,Alexandre Golovine,A. Golovine,1996-05-30,Mil.,56524,225663
Monaco ,25,14.0,Ismail Jakobs,I. Jakobs,1999-08-17,Mil.,66702,252293
Monaco ,25,11.0,Jean Lucas,Jean Lucas,1998-06-22,Mil.,72929,251217
Monaco ,25,41.0,Félix Lemarechal,F. Lemarechal,2003-07-08,Mil.,90544,264869
Monaco ,25,,Soungoutou Magassa,S. Magassa,2003-08-10,Mil.,91676,
Monaco ,25,36.0,Eliot Matazo,E. Matazo,2002-02-15,Mil.,77170,258433
Monaco ,25,28.0,Judilson Pelé,J. Pelé,1991-09-29,Mil.,40096,194020
Monaco ,25,,Tiago Miguel Hora Ribeiro,T. Ribeiro,2002-03-14,Mil.,90747,
Monaco ,25,8.0,Aurélien Tchouaméni,A. Tchouaméni,2000-01-27,Mil.,66676,241637
Metz ,20,27.0,Jean-Armel Kana-Biyik,J. Kana-Biyik,1989-03-07,Déf.,28316,183975
Metz ,20,23.0,Boubacar Kouyaté,B. Kouyaté,1997-04-15,Déf.,71973,247019
Metz ,20,29.0,Lenny Lacroix,L. Lacroix,2003-06-02,Déf.,78681,255932
Metz ,20,25.0,William Mikelbrencis,W. Mikelbrencis,2004-02-25,Déf.,86590,262045
Metz ,20,4.0,Sikou Niakaté,S. Niakaté,1999-10-07,Déf.,62910,240453
Metz ,20,3.0,Matthieu Udol,M. Udol,1996-03-20,Déf.,54324,229236
Metz ,20,,Noah Zilliox,N. Zilliox,2003-03-17,Déf.,90697,
Metz ,20,32.0,Ibrahim Amadou,I. Amadou,1993-06-04,Mil.,41205,211382
Metz ,20,21.0,Amine Bassi,A. Bassi,1997-11-27,Mil.,63070,238504
Metz ,20,10.0,Farid Boulaya,F. Boulaya,1993-02-25,Mil.,45499,210438
Metz ,20,31.0,Danley Jean-Jacques,D. Jean-Jacques,2000-05-20,Mil.,92529,
Marseille (OM) ,6,2.0,William Saliba,W. Saliba,2001-03-24,Déf.,68333,243715
Marseille (OM) ,6,32.0,Salim Ben Seghir,S. Ben Seghir,2003-02-24,Mil.,83157,263604
Marseille (OM) ,6,38.0,Ugo Bertelli,U. Bertelli,2003-07-15,Mil.,78687,257042
Marseille (OM) ,6,37.0,Esey Gebreyesus,E. Gebreyesus,2004-01-23,Mil.,90609,263435
Marseille (OM) ,6,8.0,Gerson,Gerson,1997-05-20,Mil.,60412,229927
Marseille (OM) ,6,6.0,Mattéo Guendouzi,M. Guendouzi,1999-04-14,Mil.,59173,236496
Marseille (OM) ,6,22.0,Pape Gueye,P. Gueye,1999-01-24,Mil.,63063,241707
Marseille (OM) ,6,7.0,Amine Harit,A. Harit,1997-06-18,Mil.,56264,232097
Marseille (OM) ,6,4.0,Boubacar Kamara,B. Kamara,1999-11-23,Mil.,59028,236987
Marseille (OM) ,6,23.0,Sead Kolasinac,S. Kolasinac,1993-06-20,Mil.,47468,207993
Marseille (OM) ,6,39.0,Bilal Nadir,B. Nadir,2003-11-28,Mil.,88829,263602
Brest ,267,40.0,Marco Bizot,M. Bizot,1991-10-03,Gar.,38096,200110
Lorient ,11,21.0,Jérémy Morel,J. Morel,1984-02-04,Déf.,18902,139860
Lorient ,11,4.0,Loris Mouyokolo,L. Mouyokolo,2001-05-22,Déf.,71045,260159
Lorient ,11,36.0,Léo Pétrot,L. Pétrot,1997-04-15,Déf.,58594,248559
Lorient ,11,2.0,Igor Silva,I. Silva,1996-08-21,Déf.,57877,242054
Lorient ,11,6.0,Laurent Abergel,L. Abergel,1993-01-02,Mil.,48110,213367
Lorient ,11,11.0,Quentin Boisgard,Q. Boisgard,1997-03-17,Mil.,58582,231848
Lorient ,11,31.0,Redwan Bourlès,R. Bourlès,2003-02-01,Mil.,89512,264059
Lorient ,11,8.0,Bonke Innocent,B. Innocent,1996-01-20,Mil.,70667,224875
Lorient ,11,,Ronny Labonne,R. Labonne,1997-09-14,Mil.,92982,
Lorient ,11,28.0,Armand Laurienté,A. Laurienté,1998-04-12,Mil.,66879,243593
Lorient ,11,37.0,Théo Le Bris,T. Le Bris,2002-01-10,Mil.,77183,265544
Lille ,43,16.0,Adam Jakubech,A. Jakubech,1997-02-01,Gar.,62362,240371
Lille ,43,,Orestis Karnezis,O. Karnezis,1985-11-07,Gar.,28151,183497
Lille ,43,30.0,Léo Jardim,Léo Jardim,1995-03-20,Gar.,69885,226085
Lille ,43,40.0,Jules Raux,J. Raux,2003-08-29,Gar.,90442,
Lille ,43,,Saad Agouzoul,S. Agouzoul,1997-10-08,Déf.,75851,251751
Lille ,43,4.0,Sven Botman,S. Botman,2000-12-01,Déf.,76304,251809
Lille ,43,,Ismail Bouleghcha,I. Bouleghcha,2002-09-12,Déf.,85667,
Lille ,43,29.0,Domagoj Bradaric,D. Bradaric,1999-10-12,Déf.,71095,252000
Lille ,43,2.0,Mehmet Zeki Çelik,M. Çelik,1997-02-17,Déf.,68652,224490
Lille ,43,3.0,Tiago Djalo,T. Djalo,2000-09-04,Déf.,76323,252339
Lille ,43,6.0,José Fonte,J. Fonte,1983-12-22,Déf.,40505,171791
Lyon (OL) ,22,17.0,Malo Gusto,M. Gusto,2003-05-19,Déf.,83189,259307
Lyon (OL) ,22,12.0,Henrique,Henrique,1994-04-25,Déf.,73302,217821
Lyon (OL) ,22,34.0,Irvyn Lomami,I. Lomami,2003-12-30,Déf.,90739,
Lyon (OL) ,22,4.0,Castello Lukeba,C. Lukeba,2002-12-17,Déf.,83190,262138
Lyon (OL) ,22,,Abdoulaye Niakaté Ndiaye,A. Ndiaye,2002-10-04,Déf.,54571,
Lyon (OL) ,22,,Hugo Vogel,H. Vogel,2004-04-01,Déf.,92991,
Lyon (OL) ,22,8.0,Houssem Aouar,H. Aouar,1998-06-30,Mil.,58614,234906
Lyon (OL) ,22,,Samuel Bossiwa Bessolo,S. Bossiwa Bessolo,,Mil.,82949,
Lyon (OL) ,22,25.0,Maxence Caqueret,M. Caqueret,2000-02-15,Mil.,60090,246646
Lyon (OL) ,22,18.0,Rayan Cherki,R. Cherki,2003-08-17,Mil.,76664,251570
Lyon (OL) ,22,28.0,Florent Da Silva,F. Da Silva,2003-02-04,Mil.,78403,259806
Lens ,9,1.0,Wuilker Fariñez,W. Fariñez,1998-02-15,Gar.,56515,228736
Lens ,9,16.0,Jean-Louis Leca,J. Leca,1985-09-21,Gar.,21014,153275
Lens ,9,30.0,Valentino Lesieur,V. Lesieur,2003-03-18,Gar.,89415,263171
Lens ,9,40.0,Yannick Pandor,Y. Pandor,2001-01-05,Gar.,75071,262069
Lens ,9,11.0,Jonathan Clauss,J. Clauss,1992-09-25,Déf.,58625,239093
Lens ,9,4.0,Kevin Danso,K. Danso,1998-09-19,Déf.,62707,237985
Lens ,9,24.0,Jonathan Gradit,J. Gradit,1992-11-24,Déf.,42256,221284
Lens ,9,21.0,Massadio Haïdara,M. Haïdara,1992-02-12,Déf.,36954,201955
Lens ,9,,Oumar Kamara,O. Kamara,2003-12-29,Déf.,84117,
Lens ,9,3.0,Deiver Machado,D. Machado,1993-02-09,Déf.,63927,220837
Lens ,9,14.0,Facundo Medina,F. Medina,1999-05-28,Déf.,73964,236804
Clermont,242,40.0,Ouparine Djoco,O. Djoco,1998-04-22,Gar.,69222,251369
Clermont,242,16.0,Lucas Margueron,L. Margueron,2001-12-02,Gar.,72197,257142
Clermont,242,17.0,Josué Albert,J. Albert,1992-01-21,Déf.,36996,239051
Clermont,242,5.0,Jean-Claude Billong,J. Billong,1993-12-28,Déf.,64816,241999
Clermont,242,3.0,Julien Boyer,J. Boyer,1998-10-04,Déf.,66552,247533
Clermont,242,4.0,Cédric Hountondji,C. Hountondji,1994-01-19,Déf.,50467,219680
Clermont,242,16.0,Oliver Kamdem,O. Kamdem,2002-10-15,Déf.,93459,
Clermont,242,15.0,Arial Mendy,A. Mendy,1994-07-11,Déf.,69086,244187
Clermont,242,12.0,Vital Nsimba,V. Nsimba,1993-08-07,Déf.,42262,230019
Clermont,242,21.0,Florent Ogier,F. Ogier,1989-03-21,Déf.,33717,200968
Clermont,242,23.0,Jérôme Phojo,J. Phojo,1993-04-15,Déf.,36641,209784
Monaco ,25,10.0,Wissam Ben Yedder,W. Ben Yedder,1990-12-08,Att.,35310,199451
Monaco ,25,9.0,Myron Boadu,M. Boadu,2001-01-14,Att.,64351,239956
Monaco ,25,35.0,Valentin Salatiel Decarpentrie,V. Decarpentrie,2002-06-01,Att.,82966,
Monaco ,25,27.0,Krépin Diatta,K. Diatta,1999-02-25,Att.,68071,238227
Monaco ,25,7.0,Gelson Martins,G. Martins,1995-11-05,Att.,56625,227055
Monaco ,25,31.0,Kevin Volland,K. Volland,1992-07-30,Att.,45822,200610
Metz ,20,19.0,Habib Maïga,H. Maïga,1996-01-01,Mil.,56017,236817
Metz ,20,33.0,Amadou Salif Mbengue,A. Mbengue,2002-05-01,Mil.,90603,264437
Metz ,20,6.0,Kévin N'Doram,K. N'Doram,1996-01-22,Mil.,52227,229011
Metz ,20,14.0,Vincent Pajot,V. Pajot,1990-08-19,Mil.,33692,198836
Metz ,20,13.0,Cheikh Tidiane Sabaly,C. Sabaly,1999-04-03,Mil.,69224,244694
Metz ,20,15.0,Pape Matar Sarr,P. Sarr,2002-09-14,Mil.,84404,259868
Metz ,20,12.0,Warren Tchimbembé,W. Tchimbembé,1998-04-21,Mil.,69081,243642
Metz ,20,8.0,Boubacar Traoré,B. Traoré,2001-08-20,Mil.,77098,252975
Metz ,20,9.0,Nicolas De Préville,N. De Préville,1991-08-01,Att.,33800,201073
Metz ,20,24.0,Lenny Joseph,L. Joseph,2000-12-10,Att.,71053,262652
Metz ,20,34.0,Louis Mafouta,L. Mafouta,1994-02-07,Att.,58777,266586
Bordeaux ,18,,Guerric Bernou,G. Bernou,2004-11-05,Gar.,93802,
Marseille (OM) ,6,,Jonathan Pitou,J. Pitou,2004-11-08,Mil.,90758,
Marseille (OM) ,6,,Jores Rahou,J. Rahou,2003-02-02,Mil.,77938,256884
Marseille (OM) ,6,21.0,Valentin Rongier,V. Rongier,1994-07-12,Mil.,50844,223874
Marseille (OM) ,6,34.0,Paolo Sciortino,P. Sciortino,2003-05-11,Mil.,78361,263398
Marseille (OM) ,6,41.0,Cheick Souaré,C. Souaré,2002-03-09,Mil.,77937,257306
Marseille (OM) ,6,26.0,Oussama Targhalline,O. Targhalline,2002-05-20,Mil.,84107,263603
Marseille (OM) ,6,31.0,Franco Tongya,F. Tongya,2002-03-13,Mil.,86317,260778
Marseille (OM) ,6,13.0,Cédric Bakambu,C. Bakambu,1991-11-04,Att.,32971,198951
Marseille (OM) ,6,20.0,Konrad De La Fuente,K. De La Fuente,2001-07-16,Att.,75440,257025
Marseille (OM) ,6,12.0,Ahmadou Bamba Dieng,A. Dieng,2000-03-23,Att.,84106,261084
Marseille (OM) ,6,11.0,Luis Henrique,Luis Henrique,2001-12-14,Att.,81333,256632
Brest ,267,16.0,Sébastien Cibois,S. Cibois,1998-02-03,Gar.,68392,242242
Brest ,267,30.0,Grégoire Coudert,G. Coudert,1999-03-04,Gar.,63841,239203
Brest ,267,1.0,Gautier Larsonneur,G. Larsonneur,1997-02-23,Gar.,57831,230727
Brest ,267,17.0,Dénys Bain,D. Bain,1993-02-07,Déf.,41218,208019
Brest ,267,3.0,Lilian Brassier,L. Brassier,1999-02-11,Déf.,63114,251380
Brest ,267,5.0,Brendan Chardonnet,B. Chardonnet,1994-12-22,Déf.,49347,215410
Brest ,267,2.0,Jean-Kevin Duverne,J. Duverne,1997-12-07,Déf.,55142,229705
Brest ,267,22.0,Julien Faussurier,J. Faussurier,1987-01-14,Déf.,29186,183921
Brest ,267,23.0,Christophe Hérelle,C. Hérelle,1992-08-22,Déf.,36982,208449
Brest ,267,18.0,Ronaël Pierre-Gabriel,R. Pierre-Gabriel,1998-06-13,Déf.,58425,231685
Lorient ,11,10.0,Enzo Le Fée,E. Le Fée,2000-03-02,Mil.,68093,246350
Lorient ,11,18.0,Fabien Lemoine,F. Lemoine,1987-03-16,Mil.,27098,183287
Lorient ,11,,Bamo Meïté,B. Meïté,2001-06-20,Mil.,83783,264401
Lorient ,11,23.0,Thomas Monconduit,T. Monconduit,1991-10-02,Mil.,37657,203128
Lorient ,11,34.0,Baptiste Mouazan,B. Mouazan,2001-09-27,Mil.,74528,
Lorient ,11,7.0,Stéphane Diarra,S. Diarra,1998-09-12,Att.,59114,233373
Lorient ,11,13.0,Terem Moffi,T. Moffi,1999-05-25,Att.,79353,255000
Lorient ,11,38.0,Dango Ouattara,D. Ouattara,2002-11-02,Att.,87013,265552
Lorient ,11,33.0,Sambou Soumano,S. Soumano,2001-01-13,Att.,82864,
Lille ,43,34.0,Nassim Innocenti,N. Innocenti,2002-02-19,Déf.,82113,
Lille ,43,28.0,Reinildo Mandava,R. Mandava,1994-01-21,Déf.,69682,236045
Lille ,43,26.0,Jérémy Pied,J. Pied,1989-02-23,Déf.,29565,183916
Lille ,43,21.0,Benjamin André,B. André,1990-03-08,Mil.,29477,190674
Lille ,43,14.0,Rocco Ascone,R. Ascone,2003-12-09,Mil.,86567,260990
Lille ,43,7.0,Jonathan Bamba,J. Bamba,1996-03-26,Mil.,49844,225085
Lille ,43,,Capita,Capita,2002-10-01,Mil.,83797,258722
Lille ,43,20.0,Angel Gomes,A. Gomes,2000-08-31,Mil.,63185,240507
Lille ,43,34.0,Exaucé Mpembele Boula,E. Mpembele Boula,2002-05-15,Mil.,77131,
Lille ,43,27.0,Cheikh Niasse,C. Niasse,2000-01-19,Mil.,62673,248661
Lyon (OL) ,22,24.0,Pape Cheikh Diop,P. Diop,1997-08-08,Mil.,58561,226773
Lyon (OL) ,22,39.0,Bruno Guimaraes,B. Guimaraes,1997-11-16,Mil.,68534,247851
Lyon (OL) ,22,,Célestino Iala,C. Iala,2003-03-01,Mil.,92329,
Lyon (OL) ,22,23.0,Thiago Mendes,T. Mendes,1992-03-15,Mil.,63445,213874
Lyon (OL) ,22,,Ousseynou Ndiaye,O. Ndiaye,1998-11-24,Mil.,64199,
Lyon (OL) ,22,,Gael Nsombi,G. Nsombi,2003-01-25,Mil.,82950,
Lyon (OL) ,22,10.0,Lucas Paqueta,L. Paqueta,1997-08-27,Mil.,70628,233927
Lyon (OL) ,22,22.0,Jeff Reine-Adélaïde,J. Reine-Adélaïde,1998-01-17,Mil.,55898,228509
Lyon (OL) ,22,29.0,Xherdan Shaqiri,X. Shaqiri,1991-10-10,Mil.,34864,193348
Lyon (OL) ,22,32.0,Titouan Thomas,T. Thomas,,Mil.,69895,251439
Lens ,9,,Malcom Musquet,M. Musquet,2002-04-15,Déf.,90678,
Lens ,9,,Brayann Pereira,B. Pereira,2003-05-21,Déf.,93566,
Lens ,9,,Cheikh Cory Sene,C. Sene,2001-04-20,Déf.,76095,
